Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
check-nav-suites,Chrome 125.0.0.0,,,01-06-2024 00:15:30,01-06-2024 00:26:22,10m - 52.445s,FAILED
,,,,,,,
Test Cases/Sutrix/check-banner,Chrome 125.0.0.0,,,01-06-2024 00:15:33,01-06-2024 00:16:51,1m - 18.223s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,01-06-2024 00:15:40,01-06-2024 00:16:10,30.362s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,01-06-2024 00:16:10,01-06-2024 00:16:18,8.245s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/div_We use cookiesHi, this website uses ess_7bae85""))",Chrome 125.0.0.0,,,01-06-2024 00:16:18,01-06-2024 00:16:21,2.882s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,01-06-2024 00:16:21,01-06-2024 00:16:51,29.883s,PASSED
,,,,,,,
Test Cases/Sutrix/check-contact-us-button,Chrome 125.0.0.0,,,01-06-2024 00:18:33,01-06-2024 00:18:39,5.848s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,01-06-2024 00:18:33,01-06-2024 00:18:35,1.573s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,01-06-2024 00:18:35,01-06-2024 00:18:37,2.514s,PASSED
"click(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/a_Contact Us""))",Chrome 125.0.0.0,,,01-06-2024 00:18:37,01-06-2024 00:18:39,1.721s,FAILED
,,,,,,,
Test Cases/Sutrix/check-footer,Chrome 125.0.0.0,,,01-06-2024 00:19:02,01-06-2024 00:19:12,10.047s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,01-06-2024 00:19:02,01-06-2024 00:19:06,3.639s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,01-06-2024 00:19:06,01-06-2024 00:19:10,3.705s,PASSED
"click(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/a_About""))",Chrome 125.0.0.0,,,01-06-2024 00:19:10,01-06-2024 00:19:12,2.642s,FAILED
,,,,,,,
Test Cases/Sutrix/check-logo,Chrome 125.0.0.0,,,01-06-2024 00:19:12,01-06-2024 00:19:30,17.632s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,01-06-2024 00:19:13,01-06-2024 00:19:14,1.784s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,01-06-2024 00:19:14,01-06-2024 00:19:26,11.868s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/img_About_logo-white""))",Chrome 125.0.0.0,,,01-06-2024 00:19:26,01-06-2024 00:19:28,2.119s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,01-06-2024 00:19:28,01-06-2024 00:19:30,1.427s,PASSED
,,,,,,,
Test Cases/Sutrix/check-menu,Chrome 125.0.0.0,,,01-06-2024 00:19:56,01-06-2024 00:20:07,11.334s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,01-06-2024 00:19:56,01-06-2024 00:20:02,6.004s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,01-06-2024 00:20:02,01-06-2024 00:20:04,1.682s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/div_AboutServicesWorkApproachPartnershipsVi_85df2e""))",Chrome 125.0.0.0,,,01-06-2024 00:20:04,01-06-2024 00:20:07,3.589s,FAILED
,,,,,,,
Test Cases/Sutrix/check-slogan-text,Chrome 125.0.0.0,,,01-06-2024 00:20:07,01-06-2024 00:20:19,11.899s,PASSED
