Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
check-development-path,Chrome 125.0.0.0,,,28-05-2024 21:46:17,28-05-2024 21:47:08,51.684s,PASSED
,,,,,,,
Test Cases/KMS/KMS-Software-Development,Chrome 125.0.0.0,,,28-05-2024 21:46:17,28-05-2024 21:46:44,26.383s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:46:18,28-05-2024 21:46:21,3.162s,PASSED
"navigateToUrl(""https://kms-technology.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:46:21,28-05-2024 21:46:42,21.011s,PASSED
"verifyElementClickable(findTestObject(""Object Repository/KMS/Page_Custom Software Development  Consultin_0ef814/a_Software Development""))",Chrome 125.0.0.0,,,28-05-2024 21:46:42,28-05-2024 21:46:43,0.760s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:46:43,28-05-2024 21:46:44,0.697s,PASSED
,,,,,,,
Test Cases/KMS/KMS-Solution,Chrome 125.0.0.0,,,28-05-2024 21:46:44,28-05-2024 21:47:08,24.834s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:46:44,28-05-2024 21:46:45,1.562s,PASSED
"navigateToUrl(""https://kms-technology.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:46:45,28-05-2024 21:47:06,20.307s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KMS/Page_Custom Software Development  Consultin_0ef814/div_SOLUTIONSAI  Machine LearningCloud Migr_a6bdfe""))",Chrome 125.0.0.0,,,28-05-2024 21:47:06,28-05-2024 21:47:06,0.699s,PASSED
"verifyElementText(findTestObject(""Object Repository/KMS/Page_Custom Software Development  Consultin_0ef814/h5_SOLUTIONS""), ""SOLUTIONS"")",Chrome 125.0.0.0,,,28-05-2024 21:47:06,28-05-2024 21:47:08,1.146s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:47:08,28-05-2024 21:47:08,0.849s,PASSED
