Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ddv-suites,Chrome 125.0.0.0,,,25-05-2024 10:40:32,25-05-2024 10:41:37,1m - 5.011s,PASSED
,,,,,,,
Test Cases/DDV/check-categories,Chrome 125.0.0.0,,,25-05-2024 10:40:33,25-05-2024 10:40:44,11.552s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 10:40:33,25-05-2024 10:40:37,3.175s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,25-05-2024 10:40:37,25-05-2024 10:40:42,5.506s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/div_Galaxy S24 UltraiPhone 15 Pro MaxiPad G_4b7227""))",Chrome 125.0.0.0,,,25-05-2024 10:40:42,25-05-2024 10:40:44,1.868s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 10:40:44,25-05-2024 10:40:44,0.415s,PASSED
,,,,,,,
Test Cases/DDV/check-hotline,Chrome 125.0.0.0,,,25-05-2024 10:40:44,25-05-2024 10:40:53,9.135s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 10:40:45,25-05-2024 10:40:46,1.173s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,25-05-2024 10:40:46,25-05-2024 10:40:50,4.597s,PASSED
"verifyElementText(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/p_1800.6018""), ""1800.6018"")",Chrome 125.0.0.0,,,25-05-2024 10:40:50,25-05-2024 10:40:52,1.687s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/p_1800.6018""))",Chrome 125.0.0.0,,,25-05-2024 10:40:52,25-05-2024 10:40:53,1.206s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 10:40:53,25-05-2024 10:40:53,0.296s,PASSED
,,,,,,,
Test Cases/DDV/check-left-menu,Chrome 125.0.0.0,,,25-05-2024 10:40:53,25-05-2024 10:41:00,6.176s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 10:40:54,25-05-2024 10:40:55,0.971s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,25-05-2024 10:40:55,25-05-2024 10:40:58,3.562s,PASSED
