Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
all-kbb,Chrome 125.0.0.0,,,28-05-2024 21:44:19,28-05-2024 21:53:52,9m - 33.807s,FAILED
,,,,,,,
Test Cases/KBB/check-connections,Chrome 125.0.0.0,,,28-05-2024 21:44:19,28-05-2024 21:44:41,21.852s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:44:20,28-05-2024 21:44:25,5.359s,PASSED
"navigateToUrl(""https://www.kbb.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:44:25,28-05-2024 21:44:27,1.268s,PASSED
"scrollToPosition(0, 0)",Chrome 125.0.0.0,,,28-05-2024 21:44:27,28-05-2024 21:44:35,8.027s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_Kelley Blue Book  New and Used Car Pri_e90311/div_FacebookTwitterRSSLinkedInYouTube 1995-_981592""))",Chrome 125.0.0.0,,,28-05-2024 21:44:35,28-05-2024 21:44:40,5.710s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:44:40,28-05-2024 21:44:41,0.610s,PASSED
,,,,,,,
Test Cases/KBB/check_button_3,Chrome 125.0.0.0,,,28-05-2024 21:44:41,28-05-2024 21:45:02,20.527s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:44:41,28-05-2024 21:44:43,1.911s,PASSED
"navigateToUrl(""https://www.kbb.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:44:43,28-05-2024 21:44:55,11.700s,PASSED
"verifyElementText(findTestObject(""Object Repository/KBB/Page_Kelley Blue Book  New and Used Car Pri_e90311/h2_Shop Best Cars""), ""Shop Best Cars"")",Chrome 125.0.0.0,,,28-05-2024 21:44:55,28-05-2024 21:45:00,4.679s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:45:00,28-05-2024 21:45:02,1.948s,PASSED
,,,,,,,
Test Cases/KBB/click-about-us,Chrome 125.0.0.0,,,28-05-2024 21:45:02,28-05-2024 21:45:20,18.755s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:45:02,28-05-2024 21:45:03,1.513s,PASSED
"navigateToUrl(""https://www.kbb.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:45:03,28-05-2024 21:45:14,10.659s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 125.0.0.0,,,28-05-2024 21:45:14,28-05-2024 21:45:14,0.189s,PASSED
"click(findTestObject(""Object Repository/Page_Kelley Blue Book  New and Used Car Pri_e90311/a_About Us""))",Chrome 125.0.0.0,,,28-05-2024 21:45:14,28-05-2024 21:45:19,4.367s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:45:19,28-05-2024 21:45:20,1.728s,PASSED
,,,,,,,
Test Cases/KBB/click-careers,Chrome 125.0.0.0,,,28-05-2024 21:45:20,28-05-2024 21:46:13,52.979s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:45:21,28-05-2024 21:45:24,2.600s,PASSED
"navigateToUrl(""https://www.kbb.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:45:24,28-05-2024 21:46:03,39.142s,PASSED
"scrollToPosition(9999999, 9999999)",Chrome 125.0.0.0,,,28-05-2024 21:46:03,28-05-2024 21:46:03,0.183s,PASSED
"click(findTestObject(""Object Repository/Page_Kelley Blue Book  New and Used Car Pri_e90311/a_Do Not Sell My Personal Information""))",Chrome 125.0.0.0,,,28-05-2024 21:46:03,28-05-2024 21:46:12,8.271s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:46:12,28-05-2024 21:46:13,1.764s,PASSED
,,,,,,,
Test Cases/KBB/click-privacy,Chrome 125.0.0.0,,,28-05-2024 21:46:13,28-05-2024 21:46:33,19.536s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:46:14,28-05-2024 21:46:16,2.472s,PASSED
