Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Header_Footer,Chrome 125.0.0.0,,,28-05-2024 21:45:24,28-05-2024 22:01:16,15m - 52.205s,FAILED
,,,,,,,
Test Cases/FPT-TC01-Verify-Header,Chrome 125.0.0.0,,,28-05-2024 21:54:30,28-05-2024 21:55:19,49.365s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:54:30,28-05-2024 21:54:33,2.367s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:54:33,28-05-2024 21:55:10,37.213s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/img_Singapore (English)_img-logo""))",Chrome 125.0.0.0,,,28-05-2024 21:55:10,28-05-2024 21:55:19,9.665s,FAILED
,,,,,,,
Test Cases/FPT-TC02-Verify-ContactUS,Chrome 125.0.0.0,,,28-05-2024 21:59:58,28-05-2024 22:01:16,1m - 17.514s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:59:58,28-05-2024 21:59:59,1.205s,PASSED
"navigateToUrl(""https://fptsoftware.com/"")",Chrome 125.0.0.0,,,28-05-2024 21:59:59,28-05-2024 22:00:38,38.860s,PASSED
"scrollToElement(findTestObject(""FPT/Page_FPT Software  Leading in Digital trans_9e9e5c/div_About Us                Careers        _647cf1""), 0)",Chrome 125.0.0.0,,,28-05-2024 22:00:38,28-05-2024 22:01:16,37.410s,FAILED
