Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ddv-suites,Chrome 125.0.0.0,,,28-05-2024 21:44:14,28-05-2024 21:46:18,2m - 4.628s,PASSED
,,,,,,,
Test Cases/DDV/check-categories,Chrome 125.0.0.0,,,28-05-2024 21:44:14,28-05-2024 21:44:29,14.361s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:44:15,28-05-2024 21:44:20,4.486s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,28-05-2024 21:44:20,28-05-2024 21:44:27,6.720s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/div_Galaxy S24 UltraiPhone 15 Pro MaxiPad G_4b7227""))",Chrome 125.0.0.0,,,28-05-2024 21:44:27,28-05-2024 21:44:28,1.705s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 21:44:28,28-05-2024 21:44:29,0.509s,PASSED
,,,,,,,
Test Cases/DDV/check-hotline,Chrome 125.0.0.0,,,28-05-2024 21:44:29,28-05-2024 21:44:42,12.818s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 21:44:29,28-05-2024 21:44:31,1.578s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,28-05-2024 21:44:31,28-05-2024 21:44:38,7.189s,PASSED
"verifyElementText(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/p_1800.6018""), ""1800.6018"")",Chrome 125.0.0.0,,,28-05-2024 21:44:38,28-05-2024 21:44:40,2.093s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/p_1800.6018""))",Chrome 125.0.0.0,,,28-05-2024 21:44:40,28-05-2024 21:44:41,0.828s,PASSED
