Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ddv-suites,Chrome 125.0.0.0,,,28-05-2024 15:06:48,28-05-2024 15:10:18,3m - 30.455s,PASSED
,,,,,,,
Test Cases/DDV/check-categories,Chrome 125.0.0.0,,,28-05-2024 15:06:48,28-05-2024 15:07:10,21.865s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 15:06:49,28-05-2024 15:06:50,1.664s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,28-05-2024 15:06:50,28-05-2024 15:07:09,19.111s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/div_Galaxy S24 UltraiPhone 15 Pro MaxiPad G_4b7227""))",Chrome 125.0.0.0,,,28-05-2024 15:07:09,28-05-2024 15:07:10,0.493s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 15:07:10,28-05-2024 15:07:10,0.231s,PASSED
,,,,,,,
Test Cases/DDV/check-hotline,Chrome 125.0.0.0,,,28-05-2024 15:07:10,28-05-2024 15:07:31,21.058s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 15:07:10,28-05-2024 15:07:11,0.628s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,28-05-2024 15:07:11,28-05-2024 15:07:30,19.335s,PASSED
"verifyElementText(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/p_1800.6018""), ""1800.6018"")",Chrome 125.0.0.0,,,28-05-2024 15:07:30,28-05-2024 15:07:31,0.538s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/p_1800.6018""))",Chrome 125.0.0.0,,,28-05-2024 15:07:31,28-05-2024 15:07:31,0.312s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 15:07:31,28-05-2024 15:07:31,0.179s,PASSED
,,,,,,,
Test Cases/DDV/check-left-menu,Chrome 125.0.0.0,,,28-05-2024 15:07:31,28-05-2024 15:07:52,20.925s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 15:07:31,28-05-2024 15:07:32,0.660s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,28-05-2024 15:07:32,28-05-2024 15:07:51,19.508s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/div_in thoiApple (AAR)Laptop  TabletMy c gi_2921c4""))",Chrome 125.0.0.0,,,28-05-2024 15:07:51,28-05-2024 15:07:52,0.527s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 15:07:52,28-05-2024 15:07:52,0.180s,PASSED
,,,,,,,
Test Cases/DDV/check-logo-available,Chrome 125.0.0.0,,,28-05-2024 15:07:52,28-05-2024 15:08:13,20.677s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 15:07:52,28-05-2024 15:07:53,0.610s,PASSED
"navigateToUrl(""https://didongviet.vn/"")",Chrome 125.0.0.0,,,28-05-2024 15:07:53,28-05-2024 15:08:12,19.184s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/DDV/Page_Didongviet.vn - in thoi, Tablet, ng h,_4e2c42/img""))",Chrome 125.0.0.0,,,28-05-2024 15:08:12,28-05-2024 15:08:13,0.650s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,28-05-2024 15:08:13,28-05-2024 15:08:13,0.183s,PASSED
,,,,,,,
Test Cases/DDV/check-main-banner,Chrome 125.0.0.0,,,28-05-2024 15:08:13,28-05-2024 15:08:34,21.495s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,28-05-2024 15:08:13,28-05-2024 15:08:13,0.646s,PASSED
