Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
check-something,Chrome 125.0.0.0,,,01-06-2024 00:13:58,01-06-2024 00:16:43,2m - 44.688s,FAILED
,,,,,,,
Test Cases/KMS/KMS-Service-Clickable,Chrome 125.0.0.0,,,01-06-2024 00:14:43,01-06-2024 00:15:01,17.586s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,01-06-2024 00:14:43,01-06-2024 00:14:56,13.397s,PASSED
"navigateToUrl(""https://kms-technology.com/"")",Chrome 125.0.0.0,,,01-06-2024 00:14:56,01-06-2024 00:14:59,2.573s,PASSED
"click(findTestObject(""Object Repository/KMS/Page_Custom Software Development  Consultin_0ef814/a_Services""))",Chrome 125.0.0.0,,,01-06-2024 00:14:59,01-06-2024 00:15:01,1.550s,FAILED
,,,,,,,
Test Cases/KMS/KMS-Transformation-Services,Chrome 125.0.0.0,,,01-06-2024 00:16:31,01-06-2024 00:16:43,11.308s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,01-06-2024 00:16:32,01-06-2024 00:16:40,8.344s,PASSED
"navigateToUrl(""https://kms-technology.com/"")",Chrome 125.0.0.0,,,01-06-2024 00:16:40,01-06-2024 00:16:42,1.711s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/KMS/Page_Custom Software Development  Consultin_0ef814/a_Get In Touch""))",Chrome 125.0.0.0,,,01-06-2024 00:16:42,01-06-2024 00:16:43,1.189s,FAILED
