Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Verify_Toogle_Menu_Bar,Chrome 125.0.0.0,,,27-05-2024 22:42:17,27-05-2024 22:42:34,16.964s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Toogle_Menu_Items,Chrome 125.0.0.0,,,27-05-2024 22:42:17,27-05-2024 22:42:25,7.683s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,27-05-2024 22:42:18,27-05-2024 22:42:20,2.334s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,27-05-2024 22:42:20,27-05-2024 22:42:23,2.927s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 125.0.0.0,,,27-05-2024 22:42:23,27-05-2024 22:42:23,0.584s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare""), ""CURA Healthcare"")",Chrome 125.0.0.0,,,27-05-2024 22:42:23,27-05-2024 22:42:24,0.489s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Home""), ""Home"")",Chrome 125.0.0.0,,,27-05-2024 22:42:24,27-05-2024 22:42:24,0.324s,PASSED
"verifyElementText(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Login""), ""Login"")",Chrome 125.0.0.0,,,27-05-2024 22:42:24,27-05-2024 22:42:25,0.324s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,27-05-2024 22:42:25,27-05-2024 22:42:25,0.161s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Toggle_Menu,Chrome 125.0.0.0,,,27-05-2024 22:42:25,27-05-2024 22:42:29,4.498s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,27-05-2024 22:42:25,27-05-2024 22:42:26,1.000s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,27-05-2024 22:42:26,27-05-2024 22:42:29,2.884s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 125.0.0.0,,,27-05-2024 22:42:29,27-05-2024 22:42:29,0.344s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,27-05-2024 22:42:29,27-05-2024 22:42:29,0.156s,PASSED
,,,,,,,
Test Cases/CURA Healthcare/Verify_Clickable_Toggle_Menu,Chrome 125.0.0.0,,,27-05-2024 22:42:29,27-05-2024 22:42:34,4.538s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,27-05-2024 22:42:29,27-05-2024 22:42:30,0.706s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 125.0.0.0,,,27-05-2024 22:42:30,27-05-2024 22:42:33,2.753s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle""))",Chrome 125.0.0.0,,,27-05-2024 22:42:33,27-05-2024 22:42:33,0.352s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_CURA Healthcare Service/nav_CURA Healthcare                        _1b5e83""))",Chrome 125.0.0.0,,,27-05-2024 22:42:33,27-05-2024 22:42:34,0.462s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,27-05-2024 22:42:34,27-05-2024 22:42:34,0.192s,PASSED
