Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
check-nav-suites,Chrome 125.0.0.0,,,25-05-2024 10:34:36,25-05-2024 10:35:39,1m - 3.546s,PASSED
,,,,,,,
Test Cases/Sutrix/check-banner,Chrome 125.0.0.0,,,25-05-2024 10:34:36,25-05-2024 10:34:43,6.784s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 10:34:37,25-05-2024 10:34:39,1.987s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,25-05-2024 10:34:39,25-05-2024 10:34:41,2.739s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/div_We use cookiesHi, this website uses ess_7bae85""))",Chrome 125.0.0.0,,,25-05-2024 10:34:41,25-05-2024 10:34:43,1.445s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 10:34:43,25-05-2024 10:34:43,0.227s,PASSED
,,,,,,,
Test Cases/Sutrix/check-contact-us-button,Chrome 125.0.0.0,,,25-05-2024 10:34:43,25-05-2024 10:34:50,7.338s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 10:34:43,25-05-2024 10:34:44,0.799s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,25-05-2024 10:34:44,25-05-2024 10:34:47,2.681s,PASSED
"click(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/a_Contact Us""))",Chrome 125.0.0.0,,,25-05-2024 10:34:47,25-05-2024 10:34:50,3.583s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 10:34:50,25-05-2024 10:34:50,0.210s,PASSED
,,,,,,,
Test Cases/Sutrix/check-footer,Chrome 125.0.0.0,,,25-05-2024 10:34:50,25-05-2024 10:34:56,5.392s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 10:34:50,25-05-2024 10:34:51,0.736s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,25-05-2024 10:34:51,25-05-2024 10:34:53,2.290s,PASSED
"click(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/a_About""))",Chrome 125.0.0.0,,,25-05-2024 10:34:53,25-05-2024 10:34:56,2.294s,PASSED
,,,,,,,
Test Cases/Sutrix/check-logo,Chrome 125.0.0.0,,,25-05-2024 10:34:56,25-05-2024 10:35:00,4.740s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 10:34:56,25-05-2024 10:34:57,0.920s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,25-05-2024 10:34:57,25-05-2024 10:34:59,2.144s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/img_About_logo-white""))",Chrome 125.0.0.0,,,25-05-2024 10:34:59,25-05-2024 10:35:00,1.344s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 10:35:00,25-05-2024 10:35:00,0.237s,PASSED
,,,,,,,
Test Cases/Sutrix/check-menu,Chrome 125.0.0.0,,,25-05-2024 10:35:00,25-05-2024 10:35:05,4.654s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 10:35:01,25-05-2024 10:35:01,0.804s,PASSED
"navigateToUrl(""https://sutrixgroup.com/en/"")",Chrome 125.0.0.0,,,25-05-2024 10:35:01,25-05-2024 10:35:04,2.293s,PASSED
"verifyElementVisible(findTestObject(""Object Repository/Sutrix/Page_Sutrix Group  Global System Integrator/div_AboutServicesWorkApproachPartnershipsVi_85df2e""))",Chrome 125.0.0.0,,,25-05-2024 10:35:04,25-05-2024 10:35:05,1.265s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 10:35:05,25-05-2024 10:35:05,0.219s,PASSED
,,,,,,,
Test Cases/Sutrix/check-slogan-text,Chrome 125.0.0.0,,,25-05-2024 10:35:05,25-05-2024 10:35:12,6.983s,PASSED
